brand,description,num_review,price,rating,sale_price,shoe_type
Madden Girl, Holsterr Western Booties,15,79.0,53.33,19.96,Booties
INC International Concepts," I.N.C. Women's Anila Booties, Created for Macy's",31,129.5,83.23,44.93,Booties
Thalia Sodi," Rubii Vinyl Booties, Created for Macy's",14,99.5,67.14,29.93,Booties
Marc Fisher, Retire Booties,1,129.0,40.0,19.96,Booties
Giani Bernini," Briarr Booties, Created for Macy's",7,119.5,80.0,34.93,Booties
Sun + Stone," Pheobie Leather Booties, Created for Macy's",7,119.5,82.86,34.93,Booties
Alfani," Women's Step 'N Flex Avvia Booties , Created for Macy's",1,119.5,40.0,24.93,Booties
Lauren Ralph Lauren, Welford II Booties,21,140.0,81.9,44.93,Booties
Kenneth Cole New York, Women's Roanne Booties,10,149.0,82.0,29.96,Booties
Marc Fisher, Ellard Pointy Toe Bootie,5,139.0,100.0,39.93,Booties
Marc Fisher, Leigan Lug-Sole Hiker Boots,12,149.0,96.67,24.96,Booties
Timberland, Women's Linden Wood Waterproof Booties,0,129.95,0.0,129.95,Booties
DKNY, Bax Wedge Lug Sole Booties,57,179.0,82.46,34.96,Booties
Wild Pair," Ryyder Lace-Up Lug Sole Combat Booties, Created for Macy's ",50,79.5,87.2,29.93,Booties
Circus by Sam Edelman, Women's Kate Square-Toe Booties,56,89.0,91.43,19.96,Booties
Sperry, Women's Saltwater Duck Booties,2,120.0,100.0,59.93,Booties
Kenneth Cole New York, Women's Justin Lug Chelsea Bootie,11,199.0,100.0,49.93,Booties
Steve Madden, Women's Amulet Embellished Lug-Sole Booties,12,129.0,93.33,129.0,Booties
Baretraps, Towanda Lug Sole Booties,25,89.0,92.8,24.93,Booties
LifeStride, Payton Booties,14,80.0,81.43,80.0,Booties
CHARLES by Charles David, Women's Diesel Cut-Out Booties,0,119.0,0.0,119.0,Booties
COACH, Women's Whitny Beadchain Sock Booties,12,225.0,96.67,112.43,Booties
Camper, Women's Alright Boots,2,185.0,100.0,111.0,Booties
Adrienne Vittadini, Women's Nigel Shooties,6,110.0,86.67,110.0,Booties
UGG®,  Women's Stockton Booties,69,150.0,88.12,105.0,Booties
MADELiNE, Women's Winning Shooties,0,105.0,0.0,105.0,Booties
Dirty Laundry, Women's Trixie Peep-Toe Booties,1,69.95,80.0,69.95,Booties
Style & Co," Angiee Lace-Up Cold Weather Boots, Created for Macy's",72,79.5,92.78,24.93,Booties
TOMS, Women's Suede Kallie Wedge Booties,0,99.0,0.0,99.0,Booties
Sperry, Women's Saltwater Quilted Duck Booties,97,130.0,86.8,130.0,Booties
Earth, Origins Women's Leros Gaia Peep Toe Bootie,0,135.0,0.0,94.5,Booties
Giani Bernini," Memory Foam Artemyss Booties, Created for Macy's",37,99.5,90.27,46.03,Booties
Rock & Candy, Women's Max Booties,17,69.0,84.71,14.96,Booties
Propét, Women's Delaney Ankle Booties,3,89.95,86.67,89.95,Booties
Franco Sarto, Trent Booties,2,159.0,100.0,159.0,Booties
Dr. Scholl's, Women's Laurence Booties,1,85.0,100.0,85.0,Booties
Journee Collection, Women's Lola Booties,3,85.0,60.0,85.0,Booties
Soul Naturalizer, Myfave Booties,8,100.0,85.0,100.0,Booties
Journee Collection, Women's Isobel Booties,15,80.0,89.33,80.0,Booties
Kenneth Cole Reaction, Women's Side Skip Booties,20,99.0,80.0,29.93,Booties
Franco Sarto, Happily Booties,42,139.0,86.19,39.93,Booties
Born, Women's Wynter Comfort Bootie,40,160.0,72.0,79.93,Booties
Journee Collection, Women's Vally Bootie,4,79.0,80.0,79.0,Booties
Journee Collection, Women's Issla Bootie,12,79.0,80.0,79.0,Booties
bebe, Women's Savita Boot,9,79.95,82.22,79.95,Booties
Steve Madden, Women's Illusion Mesh Booties,4,169.0,70.0,78.93,Booties
Aqua College," Lori Waterproof Booties, Created for Macy's",1,130.0,60.0,130.0,Booties
Karen Scott," Francess Booties, Created for Macy's",34,69.5,75.29,19.93,Booties
Style & Co," Idee Booties, Created for Macy's",2,79.5,70.0,24.93,Booties
Calvin Klein, Women's Fioranna Booties,105,119.0,77.71,24.96,Booties
INC International Concepts," I.N.C. Women's Farren Booties, Created for Macy's",3,119.5,100.0,24.93,Booties
Steve Madden, Women's Howler Lug-Sole Chelsea Booties,10,99.0,78.0,99.0,Booties
Franco Sarto, Shay Western Booties,29,149.0,81.38,149.0,Booties
Juicy Couture, Women's Romance Rainboots,2,49.0,100.0,29.4,Booties
Style & Co," Vidyaa Ankle Booties, Created for Macy's",10,79.5,72.0,34.93,Booties
Dirty Laundry, Women's Tessa Peep-toe Bootie,0,69.95,0.0,69.95,Booties
Zodiac, Mia Shooties,5,119.0,100.0,119.0,Booties
JANE AND THE SHOE, Women's Susan Mod Booties,0,69.0,0.0,69.0,Booties
JANE AND THE SHOE, Women's Iris Croco Booties,31,69.0,88.39,69.0,Booties
Sperry, Women's Saltwater 1-Eye Duck Booties,2,90.0,100.0,90.0,Booties
Sugar, Women's Control Lug Sole Lace-Up Combat Booties,0,65.0,0.0,35.75,Booties
GC Shoes, Flores Pull-On Asymmetrical Topline Bootie,5,65.0,24.0,65.0,Booties
Franco Sarto, Ilaria Booties,1,150.0,80.0,64.93,Booties
KORKS, Women's Maldon Bootie,5,135.0,88.0,64.93,Booties
Koolaburra By UGG, Women's Victoria Mini Booties,18,89.99,83.33,64.95,Booties
KORKS, Belaya Booties,7,135.0,94.29,64.93,Booties
Bella Vita, Porter Shooties,4,110.0,85.0,54.99,Booties
Bella Vita, Helena Slouch Booties,3,80.0,73.33,80.0,Booties
Sun + Stone," Abby Double Zip Booties, Created for Macy's",848,69.5,84.25,19.93,Booties
Sun + Stone," Eryn Block-Heel Booties, Created for Macy's",9,109.5,71.11,14.96,Booties
Steve Madden, Women's Robyn Rhinestone Booties,6,179.0,100.0,59.93,Booties
Vince Camuto, Women's Grasem Stacked Heel Booties,3,149.0,66.67,29.96,Booties
JBU, Dottie Women's Ankle Boots,42,90.0,79.52,29.93,Booties
Aqua College," Women's Vera Booties, Created for Macy's",4,120.0,20.0,59.93,Booties
CHARLES by Charles David, Women's Wyatt Lug Sole Booties,0,149.0,0.0,89.4,Booties
BCBGeneration, Women's Nubi Lug Sole Combat Bootie,1,149.0,100.0,29.96,Booties
Catherine Malandrino, Eileen Knit Bootie,0,59.99,0.0,59.99,Booties
Blue by Betsey Johnson, Betsey Johnson Women's Cady Evening Booties,26,149.0,92.31,149.0,Booties
Alfani," Women's Step N Flex Jasmynee Shooties, Created for Macy's",35,79.5,86.29,34.93,Booties
Style & Co," Hanonn Shooties, Created for Macy's",58,79.5,77.93,34.93,Booties
Baretraps, Oneil Lace Up Women's Bootie,27,79.0,86.67,19.93,Booties
Style & Co," Vincie Booties, Created for Macy's",2,79.5,90.0,34.93,Booties
Born, Women's Montilla Bootie,7,190.0,88.57,94.93,Booties
Kenneth Cole New York, Women's Evanna Rain Boot,0,89.0,0.0,39.93,Booties
MICHAEL Michael Kors, Skyler Sneaker,508,145.0,96.18,145.0,Booties
INC International Concepts," Aminah Abdul Jillil for INC Leia Heart Booties, Created for Macy's",2,119.5,90.0,59.73,Booties
Circus by Sam Edelman, Women's Dane Canvas Lug-Sole Booties,3,99.0,100.0,44.93,Booties
Timberland, Women's Mt. Maddsen WP Boot,152,115.0,88.16,115.0,Booties
Sorel, Women's Blake Waterproof Lace-Up Booties,77,220.0,89.09,165.0,Booties
Madden Girl, Carra Lace-Up Lug Sole Combat Boots,59,69.0,90.17,29.93,Booties
Lauren Ralph Lauren, Women's Mackinley Booties,22,150.0,92.73,49.93,Booties
Style & Co," Masrinaa Ankle Booties, Created for Macy's",247,79.5,87.37,19.96,Booties
MICHAEL Michael Kors, Skyler Sneaker,1,150.0,100.0,99.99,Booties
DKNY, Abri Booties,59,119.0,86.44,24.96,Booties
Dingo, Women's Green Acres Bootie,0,130.0,0.0,130.0,Booties
Lucky Brand, Women's Basel Leather Booties ,1279,129.0,86.3,129.0,Booties
Sugar, Women's Embiee Cut Out Booties,0,60.0,0.0,33.0,Booties
Naturalizer, Callie Mid Shaft Lug Sole Boots,128,170.0,92.97,170.0,Booties
Sun + Stone," Amberr Leather Booties, Created for Macy's",12,109.5,83.33,29.93,Booties
UGG®, Mini Stellar Sequined Booties,156,170.0,96.15,119.0,Booties
Easy Spirit, Martha Stewart x Women's Sprinkle Rain Booties,5,69.0,76.0,33.99,Booties
BEARPAW, Women's Olympus Hiker Boots,17,44.99,70.59,44.99,Booties
CHARLES by Charles David, Women's Parson Cut-Out Booties,3,159.0,73.33,95.4,Booties
Style & Co," Masrinaa Ankle Booties, Created for Macy's",247,79.5,87.37,79.5,Booties
Madden Girl, Carra Faux-Fur Combat Booties,10,79.0,74.0,14.96,Booties
Lucky Brand, Women's Fhuna Booties,7,129.0,77.14,29.96,Booties
Style & Co," Wileyy Ankle Booties, Created for Macy's",227,69.5,82.2,19.93,Booties
Sun + Stone," Yuni Booties, Created for Macy's",6,59.5,100.0,24.93,Booties
Anne Klein, Parson Chelsea Booties,4,139.0,70.0,24.96,Booties
Bzees, Golden Fur Trim Washable Slip On Sneakers,313,39.5,94.57,39.5,Booties
Nicole, Women's Jahida Shooties,0,98.95,0.0,98.95,Booties
Gentle Souls, by Kenneth Cole Women's Charlene Peep-Toe Shooties,8,195.0,90.0,195.0,Booties
Sorel, Women's Cate Waterproof Lace-Up Lug Sole Booties,188,190.0,95.32,190.0,Booties
Sorel, Women's Lennox Lace-Up Lug Sole Booties,91,185.0,94.29,129.5,Booties
Wanted, Lonestar Western Inspired Ankle Bootie,11,90.0,90.91,90.0,Booties
MICHAEL Michael Kors, Corey Lug Sole Booties,4,185.0,100.0,89.93,Booties
ZiGi Soho, Harlan Women's Boot,1,89.0,100.0,19.96,Booties
b.o.c., Celoisa Booties,41,90.0,84.39,44.93,Booties
Lucky Brand, Lenci Casual Booties,1,129.0,100.0,59.93,Booties
INC International Concepts," I.N.C. Women's Saphira Block-Heel Booties, Created for Macy's",5,129.5,92.0,44.93,Booties
Easy Spirit, Evony Booties,1,99.0,100.0,44.93,Booties
UGG®, Arielle Booties,63,170.0,92.38,170.0,Booties
Steve Madden, Women's Receptive Lace-Up Hiker Booties,6,149.0,83.33,29.96,Booties
Style & Co," Parinaa Dress Booties, Created for Macy's",5,79.5,84.0,19.96,Booties
INC International Concepts," INC Women's Indira Lace-Up Booties, Created for Macy's",4,129.5,85.0,44.93,Booties
Bella Vita, Women's Tiana Shooties,1,120.0,100.0,59.99,Booties
BCBGeneration, Women's Beya Pointy Toe Booties,0,159.0,0.0,159.0,Booties
Sorel, Women's Lennox Hiker Lug Sole Booties,57,220.0,82.81,154.0,Booties
Rockport, Women's Lucinda Strap Shootie Wedge,3,150.0,73.33,150.0,Booties
Sun + Stone," Nikki Pointed-Toe Shooties, Created for Macy's",1,69.5,80.0,29.93,Booties
L'Artiste, Women's Loralie Booties,1,149.0,100.0,149.0,Booties
MADELiNE Girl, Women's Kween High-Heeled Shooties,0,59.0,0.0,59.0,Booties
Sorel, Women's Evie Sport Lace-Up Lug Sole Booties,38,140.0,99.47,140.0,Booties
INC International Concepts," I.N.C. Women's Farren Booties, Created for Macy's",26,99.5,87.69,19.96,Booties
Lucky Brand, Women's Emali Lug-Sole Booties,3,159.0,66.67,34.96,Booties
CHARLES by Charles David, Women's Randy Booties,0,139.0,0.0,83.4,Booties
L'Artiste, Women's Jewells Floral Look Booties,3,139.0,93.33,139.0,Booties
VHNY, Vivienne Hu Kate Pom-Pom Pumps,0,240.0,0.0,240.0,Pumps
Trotters, Dea Sling Back Heel,0,99.95,0.0,99.95,Pumps
Gentle Souls, Women's Charlene Hooded Slingback Sandals,0,199.0,0.0,199.0,Pumps
Trotters, Dea Sling Back Heel,0,109.95,0.0,109.95,Pumps
Camper, Women's Right Nina Mary Jane,0,145.0,0.0,145.0,Pumps
Franco Sarto, Trista Slingbacks,0,99.0,0.0,99.0,Pumps
Cliffs by White Mountain, Vayda Pumps,2,89.0,80.0,89.0,Pumps
Frye, Women's Serena Mule Wedge Pumps,1,258.0,100.0,258.0,Pumps
ZAC Zac Posen, Women's Shena II Pumps,0,129.0,0.0,129.0,Pumps
Chinese Laundry, Women's Wow Platform Pumps,1,69.95,60.0,69.95,Pumps
Jewel Badgley Mischka, Fatima Women's Pumps,0,99.0,0.0,99.0,Pumps
Nina, Bettey Pumps,0,89.0,0.0,89.0,Pumps
Charter Club," Women's Gilaa Bling Bow Slingback Pumps, Created for Macy's",10,79.5,92.0,37.93,Pumps
Journee Collection, Women's Verona Low Block Heel Pumps,2,65.0,60.0,65.0,Pumps
Franco Sarto, Gila Pumps,6,99.0,96.67,99.0,Pumps
Trotters, Kari Pump,0,99.95,0.0,99.95,Pumps
Rockport, Women's Total Motion Sydney Bow Pumps,8,120.0,75.0,120.0,Pumps
Trotters, Doris Pump,0,129.95,0.0,129.95,Pumps
Aerosoles, Long Beach Pumps,0,120.0,0.0,120.0,Pumps
Kenneth Cole New York, Women's Morgan Kitten-Heel Pumps,7,130.0,88.57,130.0,Pumps
Sava, Women's Emiko Pump,0,124.99,0.0,124.99,Pumps
Franco Sarto, Talana Pumps,5,99.0,80.0,99.0,Pumps
Journee Collection, Women's Hipsy Heels,2,69.0,40.0,69.0,Pumps
Spring Step, L'Artiste Women's Parchelle D'Orsay Shoes,0,119.95,0.0,119.95,Pumps
LifeStride, Starla Pumps,1,60.0,100.0,60.0,Pumps
Charles David, Collection Picasso Pumps,2,219.0,90.0,131.4,Pumps
Franco Sarto, Artisan Slip-ons,6,109.0,80.0,109.0,Pumps
Rockport, Women's Total Motion Melanee Pumps,3,120.0,100.0,120.0,Pumps
Trotters, Dea Sling Back Heel Pumps,0,94.95,0.0,94.95,Pumps
ALL BLACK, Women's Hi V Croc Pumps,0,175.0,0.0,175.0,Pumps
Kenneth Cole Reaction, Did U Tell Wedge Pumps,4,79.0,70.0,79.0,Pumps
ALL BLACK, Women's Hi Scoop Cylinder Pumps,0,168.0,0.0,168.0,Pumps
BCBGeneration, Holli Chain Pumps,0,119.0,0.0,119.0,Pumps
Aerosoles, Stone Age Pumps,3,89.0,80.0,89.0,Pumps
Trotters, Women's Daisy Pump,0,99.95,0.0,99.95,Pumps
Trotters, Dea Sling Back Heel,0,109.95,0.0,109.95,Pumps
Journee Collection, Women's Indigo Pump,0,69.0,0.0,69.0,Pumps
Chinese Laundry, Women's Moto Dress Pumps,0,79.95,0.0,79.95,Pumps
Trotters, Kiera Pump,0,99.95,0.0,99.95,Pumps
Trotters, Fab Pump,0,99.95,0.0,99.95,Pumps
Sava, Women's Everly Pump,0,180.0,0.0,180.0,Pumps
Trotters, Doris Pump,0,129.95,0.0,129.95,Pumps
Trotters, Kiki Pump,0,159.95,0.0,159.95,Pumps
Aerosoles, Galloway Tailored Pumps,0,110.0,0.0,110.0,Pumps
Trotters, Dea Sling Back Heel,0,94.95,0.0,94.95,Pumps
Franco Sarto, Sophie Slingbacks,0,99.0,0.0,99.0,Pumps
Trotters, Dea Sling Back Heel,0,129.95,0.0,129.95,Pumps
L'Artiste, Zami Shooties,2,119.0,90.0,119.0,Pumps
Rockport, Women's Total Motion75Mmpth Plain Pump,31,120.0,96.77,120.0,Pumps
Trotters, Dea Sling Back Heel,0,94.95,0.0,94.95,Pumps
Trotters, Dea Sling Back Heel,1,94.95,100.0,94.95,Pumps
Trotters, Kiki Pump,0,159.95,0.0,159.95,Pumps
Naturalizer, Barb Pumps,8,99.0,82.5,99.0,Pumps
Camper, Women's Upright Court,0,170.0,0.0,110.5,Pumps
Franco Sarto, Ray Slinbacks,1,129.0,60.0,129.0,Pumps
Franco Sarto, Lima Dress Pumps ,3,89.0,93.33,89.0,Pumps
Trotters, Doris Pump,0,129.95,0.0,129.95,Pumps
Trotters, Dea Sling Back Heel,0,129.95,0.0,129.95,Pumps
Sam Edelman, Jamille Block-Heel Loafers,2,150.0,80.0,150.0,Pumps
VHNY, Vivienne Hu Ellery Slingback,0,240.0,0.0,240.0,Pumps
ALL BLACK, Women's Jungle Lady High Heel Pumps,0,209.0,0.0,209.0,Pumps
Camper, Women's Upright Court,0,180.0,0.0,180.0,Pumps
Trotters, Kiera Pump,0,159.95,0.0,159.95,Pumps
Easy Street, Peace Comfort Pumps,2,60.0,40.0,29.99,Pumps
Rockport, Women's Sheehan Asym Mary Jane Pump,6,120.0,86.67,120.0,Pumps
Rockport, Women's Adaline Pump Shoe,18,115.0,85.56,115.0,Pumps
Eastland Shoe, Eastland Women's Tonie Block Heel Pumps,2,90.0,80.0,90.0,Pumps
Easy Spirit, Cadlise Block Heeled Women's Pump,0,89.0,0.0,89.0,Pumps
Trotters, Dea Sling Back Heel,0,94.95,0.0,94.95,Pumps
Nine West, Dazy Women's Pointy Toe Pumps,0,89.0,0.0,89.0,Pumps
Franco Sarto, Alexana Wedge Pumps,0,99.0,0.0,99.0,Pumps
Franco Sarto, Trolley Pumps,20,109.0,91.0,109.0,Pumps
Trotters, Dea Sling Back Heel,0,99.95,0.0,99.95,Pumps
Franco Sarto, Grenoble Pumps,8,99.0,75.0,99.0,Pumps
CL by Chinese Laundry, Women's Hanah Pump,1,59.99,100.0,59.99,Pumps
Ecco, Women's Shape 45 Wedge Pumps,0,150.0,0.0,150.0,Pumps
Gentle Souls, by Kenneth Cole Women's Raven Pumps,3,154.0,53.33,154.0,Pumps
Chinese Laundry, Women's Cabella Sling Back Pump Sandal,1,79.95,80.0,79.95,Pumps
MADELiNE, Women's Novel Closed Toe Pumps,0,55.0,0.0,55.0,Pumps
Kenneth Cole New York, Women's Riley 85 Pumps,6,160.0,86.67,160.0,Pumps
Bella Vita, Scarlett Slingback Kitten Heel Pumps,1,85.0,100.0,85.0,Pumps
Kenneth Cole New York, Women's Riley 85 Mesh Pumps,0,160.0,0.0,160.0,Pumps
Mootsies Tootsies, Women's Anjel Detail Dress,0,69.0,0.0,69.0,Pumps
Adrienne Vittadini, Women's Nevi Two Piece Pumps,0,99.0,0.0,99.0,Pumps
Naturalizer, Natalie Pumps,169,99.0,92.07,99.0,Pumps
Rockport, Women's Total Motion Slingback Pumps,7,120.0,94.29,120.0,Pumps
Franco Sarto, Tudor 2 Pumps,15,99.0,88.0,99.0,Pumps
Journee Collection, Women's Wendy-09 Pumps,0,59.0,0.0,59.0,Pumps
Rockport, Women's Total Motion Salima Pumps,6,120.0,66.67,120.0,Pumps
Calvin Klein, Women's Lila Dress Pumps,0,119.0,0.0,119.0,Pumps
ALL BLACK, Women's Knocker Stiletto Dress Pumps,0,175.0,0.0,175.0,Pumps
Clarks, Collection Women's Emily Beales Pumps,1,90.0,100.0,90.0,Pumps
Bandolino, Odear Women's Ankle Strap Pump,1,69.0,100.0,41.4,Pumps
Aerosoles, Macrame Pointy Toe Pumps,3,99.0,93.33,99.0,Pumps
ZAC Zac Posen, ZAC POSEN Women's Aidan Loafer,0,149.0,0.0,149.0,Pumps
ALL BLACK, Women's Bow Bow D'orsay Heels,0,149.0,0.0,149.0,Pumps
Franco Sarto, Halo Pumps,1,99.0,100.0,99.0,Pumps
Chinese Laundry, Women's Ruthy Pointed Toe Pumps,0,79.95,0.0,79.95,Pumps
Trotters, Daisy Pump,0,99.95,0.0,99.95,Pumps
Trotters, Quincy Slip On Heel Pumps,2,109.95,80.0,109.95,Pumps
Trotters, Dea Sling Back Heel,0,99.95,0.0,99.95,Pumps
Kenneth Cole New York, Women's Riley 110 Fisher Mule Pumps,0,179.0,0.0,179.0,Pumps
Nine West, Women's Evea Pointy Toe Slingback Pumps,0,89.0,0.0,89.0,Pumps
Clarks, Women's Marilyn Leah Shoes,0,90.0,0.0,90.0,Pumps
Rockport, Women's Total Motion Esma Plain Pumps,1,120.0,60.0,120.0,Pumps
Clarks, Women's Collection Illeana Tulip Shoes,0,95.0,0.0,95.0,Pumps
Trotters, Dea Sling back,0,99.95,0.0,99.95,Pumps
Kenneth Cole New York, Women's Riley 85 Pumps,0,150.0,0.0,150.0,Pumps
Chinese Laundry, Women's Marilyn Block Heel Loafers,1,69.95,60.0,69.95,Pumps
Dr. Scholl's, Women's One And Only Slingback Dress Sandals,6,80.0,90.0,80.0,Pumps
Nine West, Alisa 9x9 Block-Heel Pumps,0,89.0,0.0,89.0,Pumps
Rockport, Women's Total Motion d'Orsay Pumps,8,120.0,90.0,120.0,Pumps
Adrienne Vittadini, Naemi Women's T-Strap Pumps,0,99.0,0.0,99.0,Pumps
Chinese Laundry, Odelle Block Heel Pumps,0,59.95,0.0,59.95,Pumps
Anne Klein, Rebecca Pumps,4,79.0,80.0,79.0,Pumps
BCBGeneration, Women's Baylee Tall Boots,0,229.0,0.0,229.0,Pumps
Easy Street, Chiffon Pumps ,27,55.0,71.85,55.0,Pumps
Kenneth Cole New York, Women's Riley 70 Sling Pumps,2,169.0,100.0,169.0,Pumps
Rockport, Women's Total Motion Perforated Stud Pumps,7,130.0,91.43,130.0,Pumps
LifeStride, Mimosa 2 Slingbacks,1,60.0,20.0,60.0,Pumps
SoftWalk, Kolette Pumps,0,129.95,0.0,129.95,Pumps
Trotters, Kiki Pump,0,109.95,0.0,109.95,Pumps
Franco Sarto, Rozette Slip-ons,5,129.0,88.0,129.0,Pumps
Nine West, Arya Women's Pumps,5,89.0,80.0,89.0,Pumps
Trotters, Jamie Pump,0,99.95,0.0,99.95,Pumps
Charles David, Collection Corona Sandals,7,259.0,77.14,259.0,Pumps
Trotters, Fab Pump,0,109.95,0.0,109.95,Pumps
Trotters, Kiera Pump,0,159.95,0.0,159.95,Pumps
Kenneth Cole New York, Women's Riley 85 Fringe Stud Pumps,1,159.0,100.0,159.0,Pumps
Journee Collection, Women's Karina Pumps,0,64.99,0.0,64.99,Pumps
Kenneth Cole New York, Women's High Heel Riley 85 Pump,0,159.0,0.0,159.0,Pumps
Aerosoles, Women's Mara Tailored Pumps,0,99.0,0.0,99.0,Pumps
Trotters, Dea Sling Back Heel,0,94.95,0.0,94.95,Pumps
CHARLES by Charles David, Trapp Slingback Peep Toe Sandals,0,119.0,0.0,119.0,Pumps
Kenneth Cole New York, Women's Riley 70 Fisher Sling Pumps,1,169.0,20.0,169.0,Pumps
Naturalizer, Carmen Pumps,11,99.0,61.82,99.0,Pumps
Easy Spirit, Women's Evolve Crystal6 Pump,1,99.0,100.0,99.0,Pumps
Bandolino, Zadiee Women's Pointed Toe Pump,1,79.0,100.0,47.4,Pumps
ZAC Zac Posen, Women's Teigan Pump,3,119.0,40.0,54.93,Pumps
LifeStride, Sevyn Pumps,3,60.0,93.33,60.0,Pumps
ZAC Zac Posen, Women's Voss Slip-On Pumps,0,119.0,0.0,119.0,Pumps
Naturalizer, Anna Pumps,107,110.0,88.41,110.0,Pumps
Rialto, Stanford Stacked Heel Pump,1,59.0,100.0,59.0,Pumps
CHARLES by Charles David, Vasto Pumps,1,99.0,100.0,59.4,Pumps
Naturalizer, Natalie Pumps,0,99.0,0.0,99.0,Pumps
Easy Street, Proper Pumps,12,55.0,76.67,26.99,Pumps
Kenneth Cole New York, Women's Riley 70 Slingback Pumps,4,159.0,65.0,159.0,Pumps
CL by Chinese Laundry, Nima Wedge Heel Pump,1,59.99,20.0,59.99,Pumps
Journee Collection, Women's Taavi Pumps,9,65.0,46.67,65.0,Pumps
Easy Spirit, Women's Evolve Rainie Pump,0,99.0,0.0,99.0,Pumps
Journee Collection, Women's Siri Pumps,4,69.0,70.0,69.0,Pumps
Chinese Laundry, Women's Rian Dress Pumps,1,69.95,60.0,69.95,Pumps
Nine West, Women's Tatiana Pointy Toe Pumps ,7,89.0,100.0,89.0,Pumps
BCBGeneration, Women's Skie Pump,2,89.0,50.0,89.0,Pumps
Easy Street, Symphony Block Heel Pumps,1,60.0,100.0,60.0,Pumps
Journee Collection, Women's Stacey Pump,2,80.0,60.0,80.0,Pumps
Vince Camuto, Women's Peddya Ankle Chain Pumps,4,129.0,100.0,129.0,Pumps
Nine West, Karleen Women's Heeled Loafers,0,99.0,0.0,99.0,Pumps
Journee Collection, Women's Ohara Heels,4,69.0,80.0,69.0,Pumps
Bella Vita, Wow Pumps,7,90.0,57.14,90.0,Pumps
Easy Street, Entice Squared toe Pumps,4,55.0,70.0,55.0,Pumps
GC Shoes, Amala Heeled Sandal,1,55.0,100.0,55.0,Pumps
Clarks, Collection Women's Emslie Chelsea Pumps,1,85.0,40.0,85.0,Pumps
Clarks, Collection Women's Adriel Viola Pumps,6,90.0,100.0,90.0,Pumps
Easy Street, Casper Pumps,3,60.0,40.0,60.0,Pumps
Chinese Laundry, Women's Honey Pointed Toe Pumps,0,69.95,0.0,69.95,Pumps
Easy Street, Eloise Pumps,15,55.0,82.67,26.99,Pumps
Journee Collection, Women's Olina Regular and Wide Width Pumps,2,69.0,80.0,69.0,Pumps
Nine West, Women's Astoria 9X9 Pointy Toe Pumps,0,89.0,0.0,89.0,Pumps
Rockport, Women's Total Motion 75mm Gore Pumps,5,120.0,72.0,120.0,Pumps
Journee Collection, Women's Raveen Pumps,0,70.0,0.0,70.0,Pumps
Kenneth Cole New York, Women's Riley 85 Fringe Pumps,0,159.0,0.0,159.0,Pumps
Rockport, Women's Total Motion75Mmpth Plain Pump,31,120.0,96.77,120.0,Pumps
BCBGeneration, Holli Chain Pumps,3,109.0,86.67,109.0,Pumps
Chinese Laundry, Women's Cabella Sling Back Pump Sandal,0,79.95,0.0,79.95,Pumps
Clarks, Collection Women's Chartli Diva Pumps,96,90.0,95.0,53.99,Pumps
Easy Street, Waive Pumps,3,55.0,46.67,55.0,Pumps
CHARLES by Charles David, Women's Maxx Pumps,1,99.0,60.0,99.0,Pumps
Bandolino, Odelia Women's Cap Toe Pump,2,59.0,60.0,59.0,Pumps
Easy Street, Entice Women's Squared Toe Pumps,1,60.0,80.0,60.0,Pumps
Easy Street, Maeve Sling back Pumps,1,60.0,100.0,60.0,Pumps
Aerosoles, Long Beach Pumps,1,110.0,40.0,100.0,Pumps
Olivia Miller, Levittown All Over Sequin High Heel Pumps,0,101.0,0.0,101.0,Pumps
Sam Edelman, Hazel Pumps,120,150.0,97.67,90.0,Pumps
CHARLES by Charles David, Maxx Pumps,1,99.0,80.0,99.0,Pumps
Clarks, Women's Linvale Jerica Shoes,0,85.0,0.0,85.0,Pumps
Aerosoles, Rochester Classic Pumps,1,110.0,40.0,89.0,Pumps
Journee Collection, Women's Wendy-09-1 Pumps,1,59.0,60.0,59.0,Pumps
Easy Street, Pointed Pumps,7,60.0,97.14,29.99,Pumps
Trotters, Women's Kay Slingback Pump,0,99.95,0.0,99.95,Pumps
LifeStride, Parigi Pumps ,208,60.0,88.27,60.0,Pumps
Easy Street, Ginny Square Toe Pumps,3,60.0,80.0,29.99,Pumps
Anne Klein, Knell Heels,2,85.0,80.0,85.0,Pumps
Bella Vita, Blakely II  Heeled Mules,17,100.0,90.59,100.0,Pumps
Sam Edelman, Women's Evita Ankle-Chain Pumps,1,170.0,40.0,170.0,Pumps
Rockport, Women's Total Motion Sheehan Studded-Strap Pumps,18,120.0,95.56,120.0,Pumps
Journee Collection, Women's Cecelia Pumps,4,69.0,85.0,69.0,Pumps
Franco Sarto, Tudor Pumps,22,89.0,89.09,89.0,Pumps
CAPE ROBBIN, Women's Stitch High Heel Sandals,0,49.99,0.0,49.99,Pumps
Nina, Chezare Evening Pumps,8,79.0,57.5,79.0,Pumps
Rialto, Foremost Block Heel Pump,2,69.0,100.0,29.93,Pumps
Nine West, Astoria Block-Heel Pumps,44,94.0,86.82,94.0,Pumps
Bandolino, Zadiee Women's Pointed Toe Pump,3,79.0,93.33,47.4,Pumps
Naturalizer, Berlin Pumps,14,89.0,82.86,89.0,Pumps
Sam Edelman, Hazel Pumps,0,130.0,0.0,130.0,Pumps
Naturalizer, Teresa Pumps,83,99.0,84.58,99.0,Pumps
